user,clip,filename,hmd,pitch,roll,sec,yaw,log_type,label,video_length_s
10,6,6.mp4,vive,0.24434609527920614,0.12217304763960307,15.247,-2.8099800957108707,json,10,30.033333
10,6,6.mp4,vive,0.2617993877991494,0.10471975511965978,15.348,-2.8099800957108707,json,10,30.033333
10,6,6.mp4,vive,0.2617993877991494,0.10471975511965978,15.448,-2.827433388230814,json,10,30.033333
10,6,6.mp4,vive,0.2617993877991494,0.08726646259971647,15.549,-2.8448866807507573,json,10,30.033333
10,6,6.mp4,vive,0.2617993877991494,0.06981317007977318,15.649,-2.8623399732707004,json,10,30.033333
10,6,6.mp4,vive,0.2792526803190927,0.06981317007977318,15.749,-2.8797932657906435,json,10,30.033333
10,6,6.mp4,vive,0.2792526803190927,0.05235987755982989,15.85,-2.8797932657906435,json,10,30.033333
10,6,6.mp4,vive,0.29670597283903605,0.03490658503988659,15.951,-2.897246558310587,json,10,30.033333
10,6,6.mp4,vive,0.29670597283903605,0.03490658503988659,16.063,-2.91469985083053,json,10,30.033333
10,6,6.mp4,vive,0.29670597283903605,0.03490658503988659,16.163,-2.91469985083053,json,10,30.033333
10,6,6.mp4,vive,0.29670597283903605,0.03490658503988659,16.264,-2.897246558310587,json,10,30.033333
10,6,6.mp4,vive,0.29670597283903605,0.03490658503988659,16.364,-2.897246558310587,json,10,30.033333
10,6,6.mp4,vive,0.29670597283903605,0.03490658503988659,16.465,-2.897246558310587,json,10,30.033333
10,6,6.mp4,vive,0.3141592653589793,0.03490658503988659,16.565,-2.897246558310587,json,10,30.033333
10,6,6.mp4,vive,0.3141592653589793,0.017453292519943295,16.666,-2.897246558310587,json,10,30.033333
10,6,6.mp4,vive,0.3141592653589793,0.03490658503988659,16.766,-2.897246558310587,json,10,30.033333
10,6,6.mp4,vive,0.33161255787892263,0.03490658503988659,16.867,-2.897246558310587,json,10,30.033333
10,6,6.mp4,vive,0.33161255787892263,0.03490658503988659,16.967,-2.897246558310587,json,10,30.033333
10,6,6.mp4,vive,0.33161255787892263,0.03490658503988659,17.068,-2.8797932657906435,json,10,30.033333
10,6,6.mp4,vive,0.33161255787892263,0.03490658503988659,17.168,-2.8797932657906435,json,10,30.033333
10,6,6.mp4,vive,0.3490658503988659,0.05235987755982989,17.269,-2.8623399732707004,json,10,30.033333
10,6,6.mp4,vive,0.3490658503988659,0.05235987755982989,17.369,-2.8448866807507573,json,10,30.033333
10,6,6.mp4,vive,0.3490658503988659,0.05235987755982989,17.47,-2.827433388230814,json,10,30.033333
10,6,6.mp4,vive,0.3490658503988659,0.05235987755982989,17.57,-2.792526803190927,json,10,30.033333
10,6,6.mp4,vive,0.3141592653589793,0.05235987755982989,17.671,-2.7576202181510405,json,10,30.033333
10,6,6.mp4,vive,0.2792526803190927,0.06981317007977318,17.796,-2.722713633111154,json,10,30.033333
10,6,6.mp4,vive,0.2617993877991494,0.06981317007977318,17.905,-2.705260340591211,json,10,30.033333
10,6,6.mp4,vive,0.22689280275926285,0.06981317007977318,18.006,-2.6878070480712677,json,10,30.033333
10,6,6.mp4,vive,0.19198621771937624,0.05235987755982989,18.106,-2.6878070480712677,json,10,30.033333
10,6,6.mp4,vive,0.12217304763960307,0.05235987755982989,18.207,-2.705260340591211,json,10,30.033333
10,6,6.mp4,vive,0.06981317007977318,0.05235987755982989,18.307,-2.7401669256310974,json,10,30.033333
10,6,6.mp4,vive,0.0,0.05235987755982989,18.408,-2.7576202181510405,json,10,30.033333
10,6,6.mp4,vive,-0.05235987755982989,0.06981317007977318,18.509,-2.775073510670984,json,10,30.033333
10,6,6.mp4,vive,-0.12217304763960307,0.06981317007977318,18.609,-2.775073510670984,json,10,30.033333
10,6,6.mp4,vive,-0.17453292519943295,0.06981317007977318,18.71,-2.775073510670984,json,10,30.033333
10,6,6.mp4,vive,-0.19198621771937624,0.06981317007977318,18.81,-2.775073510670984,json,10,30.033333
10,6,6.mp4,vive,-0.20943951023931956,0.03490658503988659,18.911,-2.775073510670984,json,10,30.033333
10,6,6.mp4,vive,-0.22689280275926285,0.017453292519943295,19.011,-2.775073510670984,json,10,30.033333
10,6,6.mp4,vive,-0.2792526803190927,0.0,19.111,-2.775073510670984,json,10,30.033333
10,6,6.mp4,vive,-0.33161255787892263,-0.017453292519943295,19.212,-2.7576202181510405,json,10,30.033333
10,6,6.mp4,vive,-0.3665191429188092,-0.017453292519943295,19.313,-2.7576202181510405,json,10,30.033333
10,6,6.mp4,vive,-0.4188790204786391,-0.03490658503988659,19.413,-2.7576202181510405,json,10,30.033333
10,6,6.mp4,vive,-0.47123889803846897,-0.03490658503988659,19.514,-2.7576202181510405,json,10,30.033333
10,6,6.mp4,vive,-0.5061454830783556,-0.017453292519943295,19.614,-2.7401669256310974,json,10,30.033333
10,6,6.mp4,vive,-0.5235987755982988,0.0,19.715,-2.705260340591211,json,10,30.033333
10,6,6.mp4,vive,-0.5410520681182421,0.0,19.815,-2.6878070480712677,json,10,30.033333
10,6,6.mp4,vive,-0.5585053606381855,0.017453292519943295,19.916,-2.670353755551324,json,10,30.033333
10,6,6.mp4,vive,-0.5585053606381855,0.017453292519943295,20.016,-2.670353755551324,json,10,30.033333
10,6,6.mp4,vive,-0.5759586531581288,0.017453292519943295,20.117,-2.670353755551324,json,10,30.033333
10,6,6.mp4,vive,-0.5585053606381855,0.0,20.217,-2.652900463031381,json,10,30.033333
10,6,6.mp4,vive,-0.5585053606381855,-0.017453292519943295,20.317,-2.670353755551324,json,10,30.033333
10,6,6.mp4,vive,-0.5410520681182421,-0.03490658503988659,20.418,-2.6878070480712677,json,10,30.033333
10,6,6.mp4,vive,-0.5235987755982988,-0.05235987755982989,20.519,-2.6878070480712677,json,10,30.033333
10,6,6.mp4,vive,-0.5061454830783556,-0.06981317007977318,20.619,-2.705260340591211,json,10,30.033333
10,6,6.mp4,vive,-0.4886921905584123,-0.08726646259971647,20.72,-2.722713633111154,json,10,30.033333
10,6,6.mp4,vive,-0.4537856055185257,-0.10471975511965978,20.821,-2.7401669256310974,json,10,30.033333
10,6,6.mp4,vive,-0.4014257279586958,-0.12217304763960307,20.921,-2.7576202181510405,json,10,30.033333
10,6,6.mp4,vive,-0.3490658503988659,-0.13962634015954636,21.021,-2.775073510670984,json,10,30.033333
10,6,6.mp4,vive,-0.2792526803190927,-0.13962634015954636,21.122,-2.792526803190927,json,10,30.033333
10,6,6.mp4,vive,-0.20943951023931956,-0.12217304763960307,21.222,-2.8099800957108707,json,10,30.033333
10,6,6.mp4,vive,-0.17453292519943295,-0.12217304763960307,21.323,-2.8099800957108707,json,10,30.033333
10,6,6.mp4,vive,-0.13962634015954636,-0.10471975511965978,21.423,-2.792526803190927,json,10,30.033333
10,6,6.mp4,vive,-0.08726646259971647,-0.08726646259971647,21.524,-2.792526803190927,json,10,30.033333
10,6,6.mp4,vive,-0.03490658503988659,-0.06981317007977318,21.624,-2.792526803190927,json,10,30.033333
10,6,6.mp4,vive,0.017453292519943295,-0.05235987755982989,21.725,-2.775073510670984,json,10,30.033333
10,6,6.mp4,vive,0.06981317007977318,-0.03490658503988659,21.826,-2.7576202181510405,json,10,30.033333
10,6,6.mp4,vive,0.08726646259971647,-0.03490658503988659,21.926,-2.722713633111154,json,10,30.033333
10,6,6.mp4,vive,0.10471975511965978,-0.017453292519943295,22.027,-2.722713633111154,json,10,30.033333
10,6,6.mp4,vive,0.13962634015954636,0.0,22.127,-2.722713633111154,json,10,30.033333
10,6,6.mp4,vive,0.15707963267948966,0.017453292519943295,22.229,-2.722713633111154,json,10,30.033333
10,6,6.mp4,vive,0.17453292519943295,0.03490658503988659,22.329,-2.7401669256310974,json,10,30.033333
10,6,6.mp4,vive,0.20943951023931956,0.05235987755982989,22.44,-2.7401669256310974,json,10,30.033333
10,6,6.mp4,vive,0.24434609527920614,0.05235987755982989,22.541,-2.7401669256310974,json,10,30.033333
10,6,6.mp4,vive,0.2617993877991494,0.06981317007977318,22.641,-2.722713633111154,json,10,30.033333
10,6,6.mp4,vive,0.2792526803190927,0.06981317007977318,22.741,-2.6878070480712677,json,10,30.033333
10,6,6.mp4,vive,0.3141592653589793,0.08726646259971647,22.842,-2.6354471705114375,json,10,30.033333
10,6,6.mp4,vive,0.3490658503988659,0.08726646259971647,22.943,-2.5830872929516078,json,10,30.033333
10,6,6.mp4,vive,0.3665191429188092,0.08726646259971647,23.043,-2.5132741228718345,json,10,30.033333
10,6,6.mp4,vive,0.4014257279586958,0.08726646259971647,23.144,-2.4609142453120048,json,10,30.033333
10,6,6.mp4,vive,0.4188790204786391,0.08726646259971647,23.244,-2.3911010752322315,json,10,30.033333
10,6,6.mp4,vive,0.4188790204786391,0.08726646259971647,23.345,-2.3387411976724017,json,10,30.033333
10,6,6.mp4,vive,0.4014257279586958,0.10471975511965978,23.446,-2.2863813201125716,json,10,30.033333
10,6,6.mp4,vive,0.4014257279586958,0.10471975511965978,23.547,-2.234021442552742,json,10,30.033333
10,6,6.mp4,vive,0.4014257279586958,0.10471975511965978,23.647,-2.181661564992912,json,10,30.033333
10,6,6.mp4,vive,0.4014257279586958,0.10471975511965978,23.748,-2.129301687433082,json,10,30.033333
10,6,6.mp4,vive,0.4014257279586958,0.10471975511965978,23.848,-2.076941809873252,json,10,30.033333
10,6,6.mp4,vive,0.3839724354387525,0.10471975511965978,23.949,-2.076941809873252,json,10,30.033333
10,6,6.mp4,vive,0.3665191429188092,0.12217304763960307,24.049,-2.111848394913139,json,10,30.033333
10,6,6.mp4,vive,0.33161255787892263,0.12217304763960307,24.15,-2.1642082724729685,json,10,30.033333
10,6,6.mp4,vive,0.29670597283903605,0.12217304763960307,24.251,-2.234021442552742,json,10,30.033333
10,6,6.mp4,vive,0.24434609527920614,0.12217304763960307,24.351,-2.321287905152458,json,10,30.033333
10,6,6.mp4,vive,0.20943951023931956,0.12217304763960307,24.451,-2.3911010752322315,json,10,30.033333
10,6,6.mp4,vive,0.15707963267948966,0.12217304763960307,24.552,-2.478367537831948,json,10,30.033333
10,6,6.mp4,vive,0.12217304763960307,0.10471975511965978,24.652,-2.5656340004316642,json,10,30.033333
10,6,6.mp4,vive,0.08726646259971647,0.08726646259971647,24.753,-2.652900463031381,json,10,30.033333
10,6,6.mp4,vive,0.03490658503988659,0.06981317007977318,24.853,-2.7401669256310974,json,10,30.033333
10,6,6.mp4,vive,0.017453292519943295,0.05235987755982989,24.954,-2.8099800957108707,json,10,30.033333
10,6,6.mp4,vive,-0.017453292519943295,0.017453292519943295,25.055,-2.8797932657906435,json,10,30.033333
10,6,6.mp4,vive,-0.05235987755982989,0.0,25.155,-2.9321531433504737,json,10,30.033333
10,6,6.mp4,vive,-0.06981317007977318,-0.017453292519943295,25.255,-2.9845130209103035,json,10,30.033333
10,6,6.mp4,vive,-0.08726646259971647,-0.017453292519943295,25.356,-3.01941960595019,json,10,30.033333
10,6,6.mp4,vive,-0.12217304763960307,-0.03490658503988659,25.456,-3.0543261909900767,json,10,30.033333
10,6,6.mp4,vive,-0.17453292519943295,-0.03490658503988659,25.557,-3.1066860685499065,json,10,30.033333
10,6,6.mp4,vive,-0.22689280275926285,-0.03490658503988659,25.658,-3.141592653589793,json,10,30.033333
10,6,6.mp4,vive,-0.2792526803190927,-0.03490658503988659,25.77,3.12413936106985,json,10,30.033333
10,6,6.mp4,vive,-0.33161255787892263,-0.03490658503988659,25.871,3.106686068549907,json,10,30.033333
10,6,6.mp4,vive,-0.3665191429188092,-0.03490658503988659,25.971,3.089232776029963,json,10,30.033333
10,6,6.mp4,vive,-0.4014257279586958,-0.03490658503988659,26.071,3.07177948351002,json,10,30.033333
10,6,6.mp4,vive,-0.4188790204786391,-0.03490658503988659,26.172,3.0543261909900767,json,10,30.033333
10,6,6.mp4,vive,-0.4537856055185257,-0.017453292519943295,26.272,3.0543261909900767,json,10,30.033333
10,6,6.mp4,vive,-0.5061454830783556,-0.017453292519943295,26.373,3.07177948351002,json,10,30.033333
10,6,6.mp4,vive,-0.5410520681182421,0.0,26.473,3.089232776029963,json,10,30.033333
10,6,6.mp4,vive,-0.5759586531581288,0.017453292519943295,26.574,3.106686068549907,json,10,30.033333
10,6,6.mp4,vive,-0.5934119456780721,0.03490658503988659,26.674,3.12413936106985,json,10,30.033333
10,6,6.mp4,vive,-0.6108652381980153,0.05235987755982989,26.775,3.12413936106985,json,10,30.033333
10,6,6.mp4,vive,-0.6108652381980153,0.05235987755982989,26.875,3.106686068549907,json,10,30.033333
10,6,6.mp4,vive,-0.6108652381980153,0.03490658503988659,26.976,3.089232776029963,json,10,30.033333
10,6,6.mp4,vive,-0.6108652381980153,0.03490658503988659,27.077,3.0543261909900767,json,10,30.033333
10,6,6.mp4,vive,-0.6108652381980153,0.03490658503988659,27.177,3.0194196059501905,json,10,30.033333
10,6,6.mp4,vive,-0.6108652381980153,0.03490658503988659,27.278,2.9845130209103035,json,10,30.033333
10,6,6.mp4,vive,-0.6108652381980153,0.017453292519943295,27.378,2.9496064358704164,json,10,30.033333
10,6,6.mp4,vive,-0.6108652381980153,0.03490658503988659,27.479,2.932153143350474,json,10,30.033333
10,6,6.mp4,vive,-0.5934119456780721,0.03490658503988659,27.579,2.91469985083053,json,10,30.033333
10,6,6.mp4,vive,-0.5759586531581288,0.03490658503988659,27.68,2.897246558310587,json,10,30.033333
10,6,6.mp4,vive,-0.5585053606381855,0.05235987755982989,27.78,2.879793265790644,json,10,30.033333
10,6,6.mp4,vive,-0.5235987755982988,0.05235987755982989,27.881,2.8623399732707,json,10,30.033333
10,6,6.mp4,vive,-0.5061454830783556,0.05235987755982989,27.981,2.8623399732707,json,10,30.033333
10,6,6.mp4,vive,-0.4886921905584123,0.06981317007977318,28.081,2.8623399732707,json,10,30.033333
10,6,6.mp4,vive,-0.4537856055185257,0.06981317007977318,28.182,2.8623399732707,json,10,30.033333
10,6,6.mp4,vive,-0.4188790204786391,0.06981317007977318,28.283,2.8623399732707,json,10,30.033333
10,6,6.mp4,vive,-0.3839724354387525,0.06981317007977318,28.383,2.879793265790644,json,10,30.033333
10,6,6.mp4,vive,-0.33161255787892263,0.06981317007977318,28.484,2.897246558310587,json,10,30.033333
10,6,6.mp4,vive,-0.2792526803190927,0.06981317007977318,28.584,2.91469985083053,json,10,30.033333
10,6,6.mp4,vive,-0.24434609527920614,0.06981317007977318,28.684,2.932153143350474,json,10,30.033333
10,6,6.mp4,vive,-0.20943951023931956,0.06981317007977318,28.785,2.9670597283903604,json,10,30.033333
10,6,6.mp4,vive,-0.17453292519943295,0.06981317007977318,28.885,3.0194196059501905,json,10,30.033333
10,6,6.mp4,vive,-0.12217304763960307,0.06981317007977318,28.986,3.0543261909900767,json,10,30.033333
10,6,6.mp4,vive,-0.08726646259971647,0.06981317007977318,29.086,3.07177948351002,json,10,30.033333
10,6,6.mp4,vive,-0.05235987755982989,0.05235987755982989,29.187,3.106686068549907,json,10,30.033333
10,6,6.mp4,vive,-0.017453292519943295,0.05235987755982989,29.287,3.12413936106985,json,10,30.033333
10,6,6.mp4,vive,0.0,0.05235987755982989,29.388,-3.141592653589793,json,10,30.033333
10,6,6.mp4,vive,0.017453292519943295,0.05235987755982989,29.489,-3.12413936106985,json,10,30.033333
10,6,6.mp4,vive,0.05235987755982989,0.05235987755982989,29.589,-3.1066860685499065,json,10,30.033333
10,6,6.mp4,vive,0.06981317007977318,0.05235987755982989,29.69,-3.0892327760299634,json,10,30.033333
10,6,6.mp4,vive,0.08726646259971647,0.05235987755982989,29.79,-3.07177948351002,json,10,30.033333
10,6,6.mp4,vive,0.10471975511965978,0.06981317007977318,29.891,-3.036872898470133,json,10,30.033333
10,6,6.mp4,vive,0.10471975511965978,0.06981317007977318,29.991,-3.001966313430247,json,10,30.033333
